horse_id,horse_name,date,course,weather,race_number,race_name,num_horses,bracket_number,horse_number,odds,popularity,rank,jockey,weight_carried,surface,distance,track_condition,time,margin,passing_order,last_3f,horse_weight,weight_diff,winner_name,prize
2021106291,ノリサムソン,2026/03/26,大井,雨,1,C3二三四(C3三),13,1,1,132.8,10.0,13,野畑凌,56.0,ダ,1600.0,不,107.3,3.9,12-12-13-13,42.5,487.0,-2.0,イイデテッシン,
2021106291,ノリサムソン,2026/03/12,大井,晴,1,C3一二,12,3,3,58.6,9.0,8,谷内貫太,55.0,ダ,1600.0,良,105.8,2.0,8-9-10-10,42.5,489.0,5.0,ハカイシン,
2021106291,ノリサムソン,2026/02/19,大井,晴,1,C3二三,16,2,3,25.6,11.0,15,野畑凌,56.0,ダ,1200.0,良,77.1,1.9,12-13,39.2,484.0,-6.0,カノアレディー,
2021106291,ノリサムソン,2026/01/29,大井,晴,3,C3一二三(C3二),13,8,12,40.7,8.0,5,野畑凌,53.0,ダ,1200.0,良,75.8,0.9,2-2,39.0,490.0,-10.0,ノビシロ,8.0
2021106291,ノリサムソン,2026/01/14,大井,晴,2,C3四五,15,8,16,9.5,4.0,15,吉井章,56.0,ダ,1200.0,良,77.1,2.5,7-8,40.2,500.0,2.0,コトリノサエズリ,
2021106291,ノリサムソン,2025/12/25,大井,雨,9,C2151617(C216),14,3,3,4.7,2.0,9,吉井章,56.0,ダ,1200.0,重,76.4,0.8,11-10,39.4,498.0,5.0,コンゴウ,
2021106291,ノリサムソン,2025/12/01,大井,晴,7,C21516,15,3,4,16.2,4.0,2,吉井章,56.0,ダ,1200.0,良,75.2,0.4,2-2,38.9,493.0,-3.0,バクシーシ,40.0
2021106291,ノリサムソン,2025/11/10,大井,晴,3,C21819,13,6,9,9.1,4.0,10,吉井章,56.0,ダ,1200.0,稍,75.9,2.4,5-3,39.1,496.0,1.0,ハーレムシャフル,
2021106291,ノリサムソン,2025/10/22,大井,雨,2,C3一二,12,4,4,34.5,8.0,2,吉井章,56.0,ダ,1200.0,稍,75.4,0.2,7-7,38.4,495.0,-7.0,カガヤキスバル,32.0
2021106291,ノリサムソン,2025/10/07,大井,曇,2,C3一二,13,1,1,9.3,7.0,10,吉井章,56.0,ダ,1200.0,良,76.4,1.3,12-11,39.2,502.0,9.0,ウイントルヴェール,
2021106291,ノリサムソン,2025/09/17,大井,晴,2,C3一二,9,7,7,7.6,4.0,6,吉井章,56.0,ダ,1200.0,良,75.0,0.5,5-6,38.3,493.0,-6.0,フロリダフォンテン,
2021106291,ノリサムソン,2025/09/04,大井,曇,2,C3三四,12,8,11,9.2,4.0,2,吉井章,56.0,ダ,1200.0,良,75.6,0.6,4-4,39.3,499.0,1.0,ピックアンドロール,32.0
2021106291,ノリサムソン,2025/08/15,大井,晴,2,C3一二,12,5,6,4.7,3.0,11,本田正重,56.0,ダ,1200.0,良,75.6,1.4,7-8,38.8,498.0,3.0,ロクスマリアンヌ,
2021106291,ノリサムソン,2025/07/18,大井,晴,2,C3二三,14,4,5,4.7,3.0,11,本田正重,56.0,ダ,1200.0,重,75.2,1.8,9-10,38.2,495.0,-1.0,ニチリン,
2021106291,ノリサムソン,2025/07/02,大井,曇,2,C3三四,14,8,13,1.2,1.0,1,本田正重,56.0,ダ,1200.0,良,75.0,-0.1,4-3,39.0,496.0,-6.0,(ストロングフレイヤ),80.0
2021106291,ノリサムソン,2025/06/12,大井,曇,2,C3三四,14,3,3,3.6,2.0,2,本田正重,56.0,ダ,1200.0,重,73.8,0.0,2-2,38.2,502.0,-1.0,イントゥユー,32.0
2021106291,ノリサムソン,2025/05/21,大井,晴,2,C3三四,14,8,14,4.4,3.0,7,本田正重,56.0,ダ,1200.0,稍,74.8,0.6,6-6,38.7,503.0,21.0,ケイリュウオー,
2021106291,ノリサムソン,2024/11/07,門別,曇,6,3歳以上C2ー2?C,11,5,5,2.1,1.0,1,落合玄太,57.0,ダ,1000.0,稍,61.8,-0.3,3-3,37.0,482.0,0.0,(アオイツキ),40.0
2021106291,ノリサムソン,2024/10/29,門別,晴,7,3歳以上C2ー2?C,12,5,5,4.5,3.0,4,落合玄太,57.0,ダ,1200.0,良,75.6,0.3,3-3,40.0,482.0,2.0,トランジェント,5.6
2021106291,ノリサムソン,2024/10/15,門別,曇,10,翔けろ!浦河産馬特別(C3),12,2,2,8.3,4.0,2,落合玄太,57.0,ダ,1200.0,良,75.2,0.2,2-1,39.4,480.0,0.0,ネクストヒロイン,15.4
2021106291,ノリサムソン,2024/10/01,門別,晴,8,3歳以上C3ー2C4,12,7,10,10.5,5.0,2,落合玄太,57.0,ダ,1200.0,良,75.0,0.2,3-1,39.0,480.0,0.0,ビスマルク,11.2
2021106291,ノリサムソン,2024/09/17,門別,晴,9,日胆JA農業応援賞(C3),12,4,4,20.7,5.0,6,落合玄太,57.0,ダ,1200.0,稍,75.7,1.6,7-7,39.0,480.0,8.0,ファーレンジョー,
2021106291,ノリサムソン,2024/08/28,門別,晴,8,3歳以上C3C4ー1,9,3,3,15.5,3.0,2,落合玄太,57.0,ダ,1200.0,重,74.6,0.3,1-1,38.0,472.0,-8.0,レジェンダリーデイ,11.2
